,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,hours-per-week,native-country,class,net_capital,per-hour-income
15383,4,56645,9,13,6,5,3,40,39,0,0,0
15384,2,304973,11,9,2,11,0,78,39,1,0,0
15385,4,42596,11,9,2,3,0,48,39,0,0,0
15386,4,220641,15,10,0,4,4,40,39,0,0,0
15387,4,101452,12,14,2,4,0,60,9,1,15024,4
15388,4,188888,9,13,4,12,1,40,39,1,0,0
15389,2,168790,11,9,2,14,0,44,39,0,0,0
15390,4,98361,15,10,2,3,0,40,39,1,0,0
15391,4,401762,11,9,4,1,1,55,39,0,0,0
15392,2,160187,12,14,6,4,4,35,39,0,0,0
15393,4,203715,11,9,4,5,3,40,39,0,0,0
15394,4,144351,9,13,2,4,0,45,39,1,0,0
15395,4,420749,11,9,2,3,0,30,11,0,0,0
15396,4,106151,1,7,0,14,3,40,39,0,0,0
15397,4,362482,8,11,2,12,0,50,39,0,0,0
15398,7,38151,15,10,4,1,3,12,39,0,0,0
15399,4,42706,15,10,4,5,1,72,39,0,0,0
15400,4,126199,15,10,0,14,4,50,39,0,1831,0
15401,4,165510,11,9,0,3,4,40,39,0,0,0
15402,2,216068,11,9,5,1,4,38,39,0,0,0
15403,4,215624,15,10,4,7,4,40,40,0,0,0
15404,4,239708,11,9,0,3,1,50,39,0,0,0
15405,2,199378,11,9,2,11,0,40,39,0,0,0
15406,4,230420,11,9,4,7,1,45,39,0,0,0
15407,4,395022,8,11,0,10,4,40,39,0,0,0
15408,4,338620,12,14,2,4,0,60,39,1,15024,4
15409,4,210142,8,11,2,4,0,50,39,1,0,0
15410,4,446358,15,10,2,7,0,40,26,0,0,0
15411,2,352614,7,12,2,11,0,40,39,1,0,0
15412,4,293528,8,11,4,13,1,3,39,0,0,0
15413,7,55395,11,9,4,3,1,40,39,0,0,0
15414,0,128538,11,9,4,0,3,20,39,0,0,0
15415,4,428405,9,13,2,4,0,40,39,1,0,0
15416,4,126838,11,9,4,3,1,40,39,0,0,0
15417,6,136836,7,12,0,14,4,30,39,0,0,0
15418,4,105838,9,13,2,4,0,45,39,1,0,0
15419,4,139903,9,13,4,7,4,40,39,0,0,0
15420,5,106103,15,10,2,13,0,60,39,1,0,0
15421,4,186824,8,11,2,12,0,40,39,0,0,0
15422,4,350387,11,9,5,7,1,15,39,0,0,0
15423,4,142912,0,6,4,8,3,40,39,0,0,0
15424,0,321403,6,5,5,0,1,40,39,0,0,0
15425,5,114937,9,13,2,4,0,55,39,1,0,0
15426,0,286689,12,14,4,0,1,30,39,0,4650,2
15427,4,147258,15,10,4,7,1,40,39,0,-1974,0
15428,4,451996,11,9,4,6,3,40,39,0,0,0
15429,4,149833,11,9,2,4,5,40,39,0,0,0
15430,4,211968,15,10,4,12,1,24,39,0,0,0
15431,4,287908,15,10,2,14,0,50,39,1,0,0
15432,4,166549,15,10,2,1,0,40,39,0,0,0
15433,4,25216,9,13,0,4,4,40,39,0,0,0
15434,4,286452,7,12,0,12,4,40,39,0,3418,1
15435,4,162034,9,13,2,12,0,60,39,1,0,0
15436,4,186932,10,16,2,10,0,75,39,1,5178,1
15437,4,82938,11,9,2,5,0,50,39,0,0,0
15438,4,122048,11,9,4,7,2,40,39,0,0,0
15439,4,118710,8,11,0,1,1,40,39,0,0,0
15440,4,243226,0,6,0,7,1,40,39,0,0,0
15441,6,268514,9,13,0,10,1,40,39,0,0,0
15442,4,365289,11,9,0,7,1,40,39,0,0,0
15443,4,165365,11,9,2,7,0,40,25,0,2885,1
15444,4,219266,11,9,2,10,3,36,0,0,0,0
15445,4,283757,9,13,4,1,3,39,39,0,0,0
15446,1,206553,8,11,0,13,1,40,39,0,0,0
15447,4,113364,11,9,2,3,0,40,39,1,0,0
15448,4,328949,14,15,2,10,0,60,39,0,0,0
15449,4,83930,11,9,4,8,3,20,39,0,0,0
15450,6,325355,9,13,2,4,5,40,39,1,-1902,0
15451,4,131852,11,9,4,1,1,40,39,0,0,0
15452,4,119506,11,9,0,8,1,15,39,0,0,0
15453,7,100818,11,9,2,1,5,40,39,1,0,0
15454,4,162302,15,10,4,1,1,35,39,0,0,0
15455,4,182211,11,9,2,3,0,44,39,1,0,0
15456,6,194205,15,10,4,8,3,40,26,0,0,0
15457,4,141040,11,9,4,12,3,35,39,0,0,0
15458,4,346033,6,5,0,1,1,40,39,0,0,0
15459,4,177125,15,10,4,1,1,50,39,0,0,0
15460,4,241174,9,13,2,10,0,99,39,1,0,0
15461,2,130532,9,13,6,10,1,35,39,0,0,0
15462,4,168496,7,12,2,12,0,50,39,1,0,0
15463,4,362787,11,9,4,7,4,40,39,0,0,0
15464,0,244771,1,7,5,0,4,40,39,0,0,0
15465,1,48123,15,10,0,4,1,40,39,0,0,0
15466,5,173858,15,10,2,4,0,40,35,1,-1902,0
15467,4,207201,9,13,4,10,1,45,39,1,0,0
15468,4,37933,2,8,3,8,1,40,39,0,0,0
15469,4,33323,11,9,2,7,0,40,39,0,0,0
15470,4,175943,8,11,2,4,5,35,39,1,7298,4
15471,0,306178,0,6,0,0,1,40,39,0,2050,0
15472,2,229110,11,9,6,4,2,33,39,0,0,0
15473,4,113511,1,7,4,14,3,40,39,0,0,0
15474,4,333677,11,9,4,7,3,36,39,0,0,0
15475,4,236021,11,9,2,3,0,40,0,1,0,0
15476,0,371089,11,9,4,0,3,40,39,0,0,0
15477,4,115023,15,10,2,10,0,50,39,1,0,0
15478,7,133586,9,13,2,4,5,40,39,0,0,0
15479,4,91137,6,5,4,8,4,40,39,0,0,0
15480,4,105598,11,9,4,1,1,40,39,0,0,0
15481,4,352812,15,10,2,4,5,40,39,1,-1902,0
15482,4,204829,11,9,0,7,1,40,39,0,0,0
15483,4,247733,11,9,0,9,4,16,39,0,0,0
15484,0,370585,11,9,2,0,0,40,39,0,0,0
15485,6,103257,14,15,2,10,0,40,39,0,0,0
15486,4,178915,11,9,4,4,4,40,39,0,0,0
15487,4,54260,9,13,2,10,0,40,39,1,0,0
15488,4,55395,15,10,2,3,0,40,39,0,0,0
15489,4,233511,9,13,2,4,0,60,39,1,-1977,0
15490,4,318331,11,9,0,7,1,40,39,0,0,0
15491,4,195985,11,9,4,8,1,40,39,0,0,0
15492,6,38876,11,9,2,5,0,40,39,0,0,0
15493,5,81413,11,9,2,14,0,40,39,0,0,0
15494,4,172618,14,15,2,10,0,45,39,1,0,0
15495,4,174717,9,13,2,10,0,40,39,1,7688,3
15496,4,224984,11,9,6,1,1,16,11,1,15831,19
15497,4,423297,10,16,2,10,0,40,39,1,0,0
15498,2,88856,5,4,4,8,4,40,39,0,0,0
15499,0,169104,7,12,4,0,3,16,30,0,0,0
15500,1,39207,11,9,4,1,1,40,39,0,0,0
15501,4,340018,0,6,4,8,4,38,39,0,0,0
15502,7,30796,15,10,4,1,3,10,39,0,0,0
15503,4,155403,11,9,2,1,5,40,39,0,0,0
15504,4,238092,9,13,4,10,3,40,39,0,0,0
15505,4,225605,11,9,2,5,0,24,39,0,0,0
15506,4,289148,15,10,0,8,4,40,39,0,0,0
15507,4,339863,11,9,2,12,0,45,39,1,0,0
15508,4,178778,9,13,4,12,1,80,39,1,0,0
15509,4,568490,11,9,2,3,0,40,39,0,0,0
15510,7,129345,15,10,4,11,1,40,39,0,0,0
15511,4,447882,15,10,4,1,1,20,39,0,0,0
15512,4,314165,15,10,4,4,3,20,39,0,0,0
15513,1,382859,11,9,2,3,0,40,39,1,0,0
15514,7,82504,15,10,2,4,0,40,39,0,0,0
15515,4,149700,9,13,2,13,0,40,39,1,15024,7
15516,4,209844,15,10,0,1,4,30,39,0,0,0
15517,4,62546,9,13,2,4,0,40,39,1,0,0
15518,4,228686,1,7,2,8,0,40,39,0,0,0
15519,4,326587,15,10,4,12,1,40,39,0,0,0
15520,4,202091,11,9,4,4,3,40,39,0,0,0
15521,6,310774,9,13,2,12,0,40,39,0,0,0
15522,4,450246,11,9,4,3,3,40,39,0,0,0
15523,0,84375,11,9,2,0,5,45,39,0,0,0
15524,4,142444,15,10,0,12,4,55,39,1,0,0
15525,4,82246,9,13,4,4,1,38,39,0,-1876,0
15526,4,192766,11,9,2,6,0,40,39,0,0,0
15527,4,53109,1,7,4,8,3,20,39,0,0,0
15528,5,121836,15,10,2,10,5,40,0,1,0,0
15529,6,298130,11,9,2,4,0,25,39,0,0,0
15530,4,135645,9,13,4,12,1,40,39,0,0,0
15531,4,265275,15,10,4,8,3,40,39,0,0,0
15532,0,410114,11,9,2,0,0,40,39,0,0,0
15533,8,232719,11,9,4,3,3,40,39,0,0,0
15534,4,167716,11,9,0,8,4,99,39,0,0,0
15535,4,107627,15,10,2,10,0,15,39,0,0,0
15536,4,129674,15,10,4,4,1,48,26,0,0,0
15537,5,114053,15,10,4,4,1,30,39,0,0,0
15538,4,202560,11,9,2,4,5,40,39,1,0,0
15539,4,219902,11,9,5,14,4,48,39,0,0,0
15540,6,192654,0,6,4,3,1,25,39,0,0,0
15541,5,238966,15,10,0,4,1,40,39,0,0,0
15542,0,112942,0,6,4,0,3,40,39,0,0,0
15543,4,153484,9,13,2,3,0,50,39,1,15024,5
15544,4,161874,15,10,4,4,3,40,39,0,0,0
15545,4,260106,11,9,6,12,1,30,39,0,0,0
15546,5,240374,12,14,2,12,0,40,39,1,0,0
15547,0,251612,4,3,4,0,4,45,26,0,0,0
15548,4,223696,2,8,3,6,1,56,6,0,0,0
15549,4,176134,11,9,2,7,0,48,39,0,0,0
15550,4,186959,9,13,2,10,0,50,39,0,0,0
15551,4,456236,12,14,2,4,0,50,39,1,0,0
15552,4,98948,9,13,2,8,5,32,39,0,0,0
15553,4,166662,14,15,2,4,0,50,39,1,0,0
15554,4,448626,15,10,4,12,3,40,39,0,0,0
15555,4,167482,11,9,2,8,0,60,39,1,0,0
15556,4,189792,12,14,2,12,0,40,39,1,0,0
15557,4,399052,6,5,2,5,5,42,39,0,0,0
15558,4,104196,9,13,2,10,0,40,39,1,-1887,0
15559,6,152752,4,3,2,14,0,20,39,0,0,0
15560,4,268545,11,9,2,3,0,40,23,0,0,0
15561,5,148532,9,13,2,12,0,60,39,1,0,0
15562,2,281784,9,13,4,13,1,52,39,1,-1564,0
15563,4,225724,9,13,4,1,3,20,39,0,0,0
15564,4,200192,15,10,4,8,1,40,39,0,0,0
15565,5,170850,11,9,2,12,0,50,39,1,0,0
15566,1,224858,15,10,2,11,0,60,39,0,0,0
15567,7,159908,1,7,6,8,4,32,39,1,0,0
15568,4,115488,11,9,2,5,0,40,39,0,0,0
15569,4,1268339,11,9,3,13,3,40,39,0,0,0
15570,4,195755,11,9,5,3,4,40,39,0,0,0
15571,1,186272,15,10,2,4,0,40,39,0,0,0
15572,4,181388,11,9,0,1,1,40,39,0,0,0
15573,4,177181,5,4,2,14,0,40,39,0,0,0
15574,4,91488,3,2,2,14,0,20,39,0,0,0
15575,4,230961,15,10,2,12,0,40,39,0,0,0
15576,6,309955,14,15,2,10,0,50,39,1,-2174,0
15577,2,63042,9,13,2,10,5,40,39,1,0,0
15578,4,29814,1,7,2,3,0,40,39,0,0,0
15579,0,116230,9,13,2,0,0,40,39,1,0,0
15580,0,167678,1,7,2,0,0,22,7,0,0,0
15581,4,191088,9,13,2,4,5,40,39,1,0,0
15582,4,63814,15,10,4,1,1,18,39,0,0,0
15583,4,285865,7,12,5,8,4,32,39,0,0,0
15584,0,160776,8,11,0,0,1,40,10,0,0,0
15585,1,299831,15,10,0,1,4,40,39,0,-880,0
15586,4,162741,7,12,2,10,5,40,39,1,15024,7
15587,4,204990,11,9,4,13,4,33,23,0,0,0
15588,5,171315,11,9,0,3,1,40,39,0,0,0
15589,4,296462,12,14,4,10,1,30,39,0,0,0
15590,4,103860,9,13,2,4,0,50,39,1,0,0
15591,2,159816,12,14,2,10,5,35,39,1,-1977,-1
15592,4,96586,15,10,2,13,0,40,39,1,0,0
15593,4,202720,6,5,3,7,4,75,14,0,0,0
15594,4,202822,12,14,4,13,4,40,0,0,0,0
15595,6,379883,12,14,2,4,0,40,26,1,0,0
15596,0,123464,11,9,2,0,0,45,39,0,0,0
15597,4,294121,7,12,0,7,1,50,39,0,0,0
15598,0,179981,11,9,2,0,0,4,39,0,0,0
15599,4,234387,11,9,0,4,4,40,39,0,0,0
15600,6,154537,9,13,0,8,1,20,39,0,0,0
15601,4,125856,7,12,2,4,0,60,39,1,0,0
15602,4,156015,9,13,4,10,1,40,39,0,0,0
15603,4,116632,9,13,0,12,3,80,39,0,0,0
15604,4,124963,9,13,2,4,0,55,39,1,99999,34
15605,6,115215,0,6,5,7,1,40,39,0,0,0
15606,4,254905,11,9,2,7,0,40,39,0,0,0
15607,4,195532,11,9,4,1,4,40,39,0,0,0
15608,4,190067,9,13,4,10,3,40,39,1,-1564,0
15609,4,181828,11,9,2,12,0,48,0,0,0,0
15610,4,203674,7,12,0,10,4,36,39,0,-880,0
15611,4,322585,11,9,4,12,1,45,39,0,0,0
15612,4,246262,15,10,2,13,0,40,39,1,0,0
15613,2,211129,8,11,4,1,3,10,0,0,0,0
15614,4,139268,15,10,4,3,3,40,39,0,0,0
15615,4,188540,9,13,4,4,1,40,39,0,0,0
15616,0,251167,11,9,2,0,5,30,26,0,0,0
15617,4,94809,15,10,0,9,4,30,39,0,0,0
15618,2,265038,14,15,2,10,0,60,39,1,0,0
15619,4,182566,9,13,2,12,0,40,39,1,0,0
15620,4,220109,15,10,2,8,0,44,39,0,-1672,0
15621,4,208470,11,9,2,4,0,40,39,1,0,0
15622,4,28683,11,9,2,12,0,40,39,0,3464,1
15623,4,233571,15,10,0,4,1,4,39,0,0,0
15624,4,24562,9,13,0,8,4,40,39,0,0,0
15625,2,36364,11,9,2,3,0,40,39,0,-2267,-1
15626,4,168569,14,15,4,10,1,50,39,0,0,0
15627,4,167098,9,13,2,4,0,40,39,1,0,0
15628,4,271579,0,6,4,3,1,40,26,0,0,0
15629,4,191355,9,13,2,12,0,45,39,1,0,0
15630,4,31659,9,13,2,7,0,60,39,1,-1887,0
15631,7,83411,11,9,2,4,0,40,39,1,0,0
15632,4,40856,8,11,2,3,0,46,39,1,0,0
15633,4,115605,12,14,2,10,0,50,39,1,0,0
15634,4,132326,15,10,2,3,0,40,39,0,0,0
15635,4,220213,11,9,6,3,1,40,39,0,0,0
15636,4,172511,15,10,2,3,0,40,39,1,0,0
15637,4,156745,15,10,2,3,0,40,39,0,0,0
15638,4,218916,14,15,0,4,1,50,39,0,0,0
15639,4,306114,15,10,4,1,3,20,39,0,0,0
15640,4,196675,11,9,2,6,0,70,39,0,0,0
15641,6,73411,14,15,2,5,0,30,39,0,0,0
15642,4,184659,11,9,2,7,0,40,39,1,0,0
15643,0,75890,15,10,6,0,4,4,39,0,0,0
15644,4,320451,12,14,2,4,0,65,17,1,0,0
15645,4,172498,15,10,0,6,3,40,39,0,0,0
15646,4,131588,11,9,4,3,1,45,39,0,0,0
15647,4,124520,8,11,0,3,4,50,39,1,0,0
15648,6,93806,15,10,2,12,0,55,39,0,0,0
15649,1,173192,8,11,5,1,1,40,39,0,0,0
15650,6,198554,15,10,0,14,1,20,39,0,0,0
15651,4,26502,9,13,2,3,0,72,39,1,0,0
15652,4,225267,11,9,2,10,0,40,39,0,0,0
15653,4,150042,11,9,4,1,3,40,39,0,0,0
15654,4,211319,9,13,2,4,0,50,39,1,7298,2
15655,4,208358,8,11,2,12,0,40,39,0,0,0
15656,4,58115,9,13,2,12,0,41,39,0,0,0
15657,4,219267,11,9,4,8,4,28,39,0,0,0
15658,1,129573,15,10,2,1,0,50,39,0,0,0
15659,2,27834,9,13,4,11,1,40,39,0,0,0
15660,5,415037,15,10,0,4,1,65,39,1,0,0
15661,4,191529,9,13,0,5,1,40,39,0,0,0
15662,4,132806,11,9,6,8,1,13,39,0,0,0
15663,1,137059,15,10,4,8,1,10,39,0,0,0
15664,1,102308,14,15,2,10,0,50,39,1,15024,5
15665,4,164309,11,9,4,12,1,35,39,0,0,0
15666,4,40955,9,13,2,10,0,40,9,1,0,0
15667,4,141085,11,9,6,9,1,8,39,0,0,0
15668,1,258124,12,14,2,1,0,40,22,1,0,0
15669,4,467579,9,13,2,4,0,40,39,1,-1887,0
15670,4,145139,9,13,2,3,0,40,39,1,0,0
15671,4,231141,11,9,2,7,0,40,39,0,2829,1
15672,6,146674,11,9,0,3,1,50,0,0,0,0
15673,4,242207,9,13,4,13,3,40,39,0,0,0
15674,0,102541,8,11,2,0,5,40,39,0,0,0
15675,4,135416,15,10,0,1,3,40,39,0,0,0
15676,4,267284,11,9,4,6,2,40,39,0,0,0
15677,4,130812,11,9,2,4,5,40,39,0,0,0
15678,6,183765,9,13,4,10,1,50,0,0,0,0
15679,2,188823,12,14,2,10,0,50,39,1,0,0
15680,4,200593,15,10,4,12,3,40,39,0,0,0
15681,4,124094,11,9,2,3,0,40,31,0,0,0
15682,4,50411,11,9,4,5,1,40,39,0,0,0
15683,2,101689,15,10,0,1,4,40,39,0,0,0
15684,6,73091,11,9,5,8,1,50,39,0,-1876,0
15685,0,107801,15,10,4,0,3,6,39,0,0,0
15686,4,176969,11,9,2,7,0,48,39,0,0,0
15687,4,342709,11,9,3,3,2,40,39,0,0,0
15688,6,368561,7,12,0,3,1,40,39,0,0,0
15689,4,26915,8,11,2,4,0,45,39,1,0,0
15690,4,157974,11,9,4,8,1,48,39,0,0,0
15691,4,109832,12,14,2,10,0,40,39,1,-1902,0
15692,5,116358,9,13,2,12,0,40,0,1,7688,3
15693,6,195881,11,9,2,5,0,40,39,0,2414,1
15694,4,183000,15,10,4,8,1,24,39,0,0,0
15695,8,302347,11,9,4,6,3,40,39,0,4416,2
15696,0,151463,1,7,4,0,2,7,39,0,0,0
15697,4,217200,11,9,4,7,1,50,39,0,0,0
15698,4,31740,12,14,2,10,0,40,19,0,0,0
15699,4,35520,11,9,0,3,1,42,39,0,0,0
15700,4,369843,11,9,2,8,0,50,39,0,0,0
15701,4,199227,15,10,2,4,0,55,39,0,0,0
15702,4,144711,11,9,4,12,1,40,39,0,-1721,0
15703,4,382802,0,6,6,7,1,40,39,0,-1590,0
15704,4,254781,9,13,4,4,1,40,39,0,0,0
15705,6,70657,15,10,4,3,1,35,39,0,0,0
15706,6,50791,12,14,0,12,1,60,39,0,-1876,0
15707,6,222162,11,9,2,3,0,40,39,0,0,0
15708,5,94606,10,16,2,10,0,60,39,1,0,0
15709,6,104196,11,9,2,4,0,84,39,0,0,0
15710,6,455995,1,7,4,3,1,45,39,1,0,0
15711,4,166210,11,9,0,3,1,50,39,0,0,0
15712,4,198986,9,13,4,1,1,40,39,1,0,0
15713,5,292465,9,13,4,4,1,40,39,0,0,0
15714,4,99388,7,12,2,8,0,40,8,0,0,0
15715,4,698363,11,9,2,3,0,40,39,0,0,0
15716,4,154940,15,10,0,12,4,40,39,0,0,0
15717,4,401998,11,9,6,7,4,20,39,0,0,0
15718,4,162825,11,9,2,4,0,40,39,1,0,0
15719,6,271795,11,9,2,8,0,40,39,0,0,0
15720,6,134671,11,9,3,3,1,40,39,0,0,0
15721,4,87583,11,9,2,10,5,14,39,0,0,0
15722,4,248619,11,9,2,3,0,40,39,0,0,0
15723,4,130200,11,9,0,7,4,40,39,0,0,0
15724,4,178922,11,9,4,12,1,20,39,0,0,0
15725,4,51985,11,9,4,14,1,38,39,0,0,0
15726,4,125933,7,12,2,4,0,50,39,1,7688,2
15727,7,104280,10,16,2,10,0,55,39,1,0,0
15728,4,617860,15,10,4,6,3,40,39,0,0,0
15729,4,122112,9,13,2,12,5,50,39,0,0,0
15730,2,181758,12,14,4,10,1,40,39,0,0,0
15731,5,223671,11,9,2,12,0,55,39,1,-1887,0
15732,6,140117,15,10,4,8,1,20,39,0,0,0
15733,4,107458,9,13,4,10,1,40,39,0,0,0
15734,1,215948,15,10,2,6,0,40,0,0,0,0
15735,1,306440,11,9,0,3,1,40,39,0,0,0
15736,1,615893,12,14,2,14,0,40,27,0,0,0
15737,5,201186,11,9,2,12,0,40,39,1,99999,48
15738,4,37210,9,13,2,4,0,45,39,1,0,0
15739,4,196084,12,14,2,10,0,55,39,0,0,0
15740,2,166181,11,9,0,8,3,40,39,0,0,0
15741,1,291096,7,12,2,8,0,40,39,1,7298,3
15742,4,232841,11,9,4,8,1,35,39,0,0,0
15743,0,131982,15,10,4,0,3,40,39,0,0,0
15744,4,408788,8,11,2,10,0,40,39,1,0,0
15745,5,42924,10,16,0,4,1,50,39,1,14084,5
15746,4,181091,9,13,2,12,0,40,39,1,0,0
15747,4,200246,8,11,4,3,1,40,39,0,0,0
15748,4,282023,11,9,2,1,0,40,39,0,0,0
15749,1,128990,9,13,2,10,0,40,39,1,0,0
15750,4,106838,11,9,2,14,0,40,39,0,0,0
15751,4,144750,15,10,4,1,3,18,39,0,0,0
15752,4,108140,8,11,2,3,0,40,39,0,0,0
15753,4,103323,11,9,2,4,0,40,39,0,0,0
15754,4,268022,11,9,2,14,0,55,39,1,0,0
15755,4,197114,1,7,2,3,0,40,39,0,0,0
15756,4,191628,11,9,4,14,1,40,39,0,2174,1
15757,2,176118,12,14,0,10,1,40,39,1,0,0
15758,4,42401,9,13,4,12,1,47,39,0,0,0
15759,4,322385,8,11,2,7,0,40,39,0,2407,1
15760,7,123011,12,14,2,4,0,60,39,1,0,0
15761,4,210945,11,9,2,6,0,50,39,0,0,0
15762,2,130620,11,9,2,1,5,40,3,1,0,0
15763,4,248990,11,9,2,3,0,40,26,0,0,0
15764,4,132705,6,5,5,1,1,48,39,0,0,0
15765,4,94892,15,10,2,10,0,40,39,0,0,0
15766,4,141858,1,7,2,6,0,40,39,0,0,0
15767,4,81232,9,13,2,12,0,50,39,1,15024,5
15768,4,114561,9,13,3,10,2,36,30,1,0,0
15769,2,191776,12,14,0,10,1,40,39,0,0,0
15770,4,128354,11,9,0,4,1,40,39,0,0,0
15771,4,37088,6,5,4,8,3,30,39,0,0,0
15772,4,414812,5,4,4,3,3,40,39,0,0,0
15773,0,156799,11,9,6,0,1,4,39,0,0,0
15774,4,33983,15,10,2,1,0,40,39,1,15024,7
15775,6,194995,9,13,2,12,0,55,39,1,15024,5
15776,5,73431,9,13,6,10,4,40,39,0,0,0
15777,4,155664,11,9,2,3,0,70,39,1,7688,2
15778,0,182386,1,7,0,0,4,35,39,0,0,0
15779,7,281074,11,9,0,4,1,40,39,0,-1092,0
15780,2,248346,7,12,2,3,0,50,39,0,0,0
15781,4,167482,0,6,4,3,3,35,39,0,0,0
15782,0,171088,15,10,4,0,3,40,39,0,0,0
15783,1,211763,10,16,5,10,4,24,39,1,0,0
15784,4,122166,15,10,4,1,1,40,39,0,0,0
15785,4,370119,14,15,2,10,0,50,39,1,0,0
15786,6,138940,11,9,2,5,0,70,39,0,0,0
15787,4,174575,11,9,2,14,0,45,39,1,-1887,0
15788,4,101132,5,4,2,3,0,40,39,0,1797,0
15789,4,292307,9,13,3,3,1,40,6,0,0,0
15790,6,248776,12,14,4,4,1,25,39,0,0,0
15791,4,314007,8,11,2,13,0,40,39,0,0,0
15792,6,213226,9,13,2,4,0,35,0,0,-1485,0
15793,4,76845,11,9,4,8,3,35,39,0,0,0
15794,4,148320,15,10,2,1,0,40,39,0,0,0
15795,6,54261,11,9,2,5,0,84,39,0,0,0
15796,4,223352,11,9,4,8,1,30,39,0,1055,0
15797,4,211013,6,5,4,8,3,50,26,0,0,0
15798,4,209833,11,9,4,3,1,40,39,0,0,0
15799,4,356272,15,10,4,1,1,25,39,0,0,0
15800,4,143538,11,9,4,7,1,40,39,0,0,0
15801,4,242960,8,11,2,3,0,50,39,0,0,0
15802,2,263871,15,10,0,4,1,50,39,0,0,0
15803,4,151105,7,12,4,12,3,25,39,0,0,0
15804,4,207685,11,9,4,4,1,55,9,1,-1564,0
15805,2,46537,11,9,0,1,1,10,39,0,594,1
15806,5,84324,7,12,2,10,0,50,39,1,0,0
15807,4,224716,11,9,4,3,3,40,39,0,0,0
15808,4,186269,11,9,0,1,3,40,39,0,0,0
15809,6,143731,11,9,2,12,0,72,39,1,0,0
15810,4,236391,11,9,2,3,0,45,39,0,0,0
15811,4,54560,11,9,4,8,3,40,39,0,0,0
15812,4,266325,9,13,2,10,5,32,39,1,0,0
15813,1,42900,14,15,2,10,0,50,39,1,15024,5
15814,7,183710,11,9,0,14,1,48,39,0,0,0
15815,4,278254,11,9,2,7,0,45,39,0,0,0
15816,4,119992,7,12,2,3,0,45,39,0,0,0
15817,4,284329,15,10,2,3,0,45,39,1,0,0
15818,4,368727,15,10,0,3,1,40,39,0,0,0
15819,4,353696,11,9,4,5,3,40,39,0,0,0
15820,4,31387,9,13,2,1,3,25,39,0,2885,2
15821,4,110931,11,9,2,1,0,40,39,0,0,0
15822,4,169532,7,12,4,1,3,15,39,0,0,0
15823,4,285522,15,10,4,3,1,40,39,0,0,0
15824,4,198774,9,13,0,12,2,35,39,0,0,0
15825,4,123291,2,8,2,7,0,40,39,0,0,0
15826,4,146110,15,10,6,8,4,24,39,0,0,0
15827,6,29814,11,9,4,5,4,50,39,0,0,0
15828,4,195595,5,4,3,7,1,40,13,0,0,0
15829,4,92649,11,9,2,3,5,40,39,1,0,0
15830,4,290688,11,9,2,3,0,52,39,1,0,0
15831,4,427382,12,14,4,10,1,50,39,1,0,0
15832,7,234854,10,16,2,10,0,40,39,1,-1902,0
15833,4,276568,15,10,4,12,3,40,39,0,0,0
15834,4,250038,12,14,2,7,1,40,26,0,0,0
15835,4,150861,11,9,4,1,1,40,39,0,0,0
15836,4,87205,9,13,0,10,4,55,9,0,0,0
15837,4,343579,3,2,3,5,1,12,26,0,0,0
15838,4,94401,11,9,4,4,4,40,39,0,0,0
15839,4,120238,1,7,2,14,0,40,31,1,5178,2
15840,4,205440,0,6,2,7,0,40,39,0,0,0
15841,4,198996,11,9,4,1,1,40,39,0,0,0
15842,4,294253,11,9,4,8,3,27,39,0,0,0
15843,4,256628,5,4,2,14,0,32,39,0,0,0
15844,6,223131,11,9,0,4,1,60,39,0,0,0
15845,4,207301,11,9,4,1,1,37,39,0,0,0
15846,0,270460,5,4,0,0,1,40,39,0,0,0
15847,2,125457,12,14,2,10,0,38,39,1,0,0
15848,2,212856,1,7,4,8,4,23,39,0,0,0
15849,4,197389,11,9,3,7,4,40,39,0,0,0
15850,4,73338,1,7,4,12,3,20,39,0,0,0
15851,4,68037,15,10,4,4,1,45,39,0,0,0
15852,4,185027,15,10,2,12,0,40,39,1,0,0
15853,4,107123,11,9,0,8,1,40,39,0,0,0
15854,4,109482,15,10,4,10,3,98,39,0,0,0
15855,4,174543,7,12,4,10,3,40,39,0,0,0
15856,6,208407,9,13,2,10,0,30,39,0,-2002,-1
15857,6,211584,15,10,2,12,0,40,39,1,0,0
15858,4,108540,11,9,2,12,0,40,39,0,0,0
15859,4,202416,9,13,4,1,3,40,39,0,0,0
15860,0,160155,5,4,2,0,0,40,39,1,6418,3
15861,4,176178,11,9,4,12,3,35,39,0,0,0
15862,4,265148,11,9,4,6,2,38,23,0,0,0
15863,4,220631,8,11,4,8,1,50,0,0,0,0
15864,6,303692,11,9,2,4,0,75,39,0,0,0
15865,4,135845,15,10,4,1,3,40,39,0,0,0
15866,7,199915,11,9,4,8,3,21,39,0,0,0
15867,7,150533,9,13,2,10,2,40,39,0,0,0
15868,1,85482,11,9,4,1,1,40,39,0,0,0
15869,6,24473,8,11,2,3,0,40,39,1,0,0
15870,4,272944,8,11,2,4,0,60,39,1,0,0
15871,0,82077,15,10,0,0,4,40,39,0,0,0
15872,7,194895,9,13,0,10,1,40,39,0,0,0
15873,4,314153,11,9,2,3,0,40,39,1,0,0
15874,4,176253,15,10,0,4,1,40,39,0,0,0
15875,4,113959,11,9,2,1,0,45,39,1,0,0
15876,7,167581,9,13,4,1,2,40,39,0,0,0
