,age,Experience,Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,Personal Loan
3132,50,24,83,2,0.4,3,0,0,0,1,0,0
3133,48,22,94,4,2.6,3,0,0,0,1,0,0
3134,32,8,43,1,2.1,3,0,0,0,0,1,0
3135,50,25,42,3,1.7,2,0,0,0,1,0,0
3136,59,33,34,2,0.3,1,0,0,0,0,0,0
3137,50,26,39,3,1.9,2,0,0,0,1,0,0
3138,44,19,70,1,0.1,2,0,0,0,0,0,0
3139,31,5,39,4,1.8,3,185,0,0,0,1,0
3140,40,10,44,3,2.0,3,0,0,0,1,0,0
3141,36,12,69,3,3.1,2,0,0,0,1,0,1
3142,51,25,44,3,0.9,3,0,0,0,0,0,0
3143,64,40,32,3,0.1,3,0,0,0,1,0,0
3144,47,22,15,2,0.7,3,0,0,0,0,0,0
3145,52,28,118,2,6.8,1,112,0,0,1,0,0
3146,51,26,62,1,1.3,2,221,0,0,1,0,0
3147,31,5,82,4,2.2,2,0,0,0,0,0,0
3148,39,14,54,3,3.0,1,108,0,0,0,1,0
3149,30,6,48,1,2.1,3,0,0,0,0,0,0
3150,27,1,74,3,0.3,3,0,0,0,1,0,0
3151,41,16,113,1,1.0,3,211,0,0,0,1,0
3152,53,27,81,3,1.7,2,0,0,0,0,0,0
3153,54,27,43,3,1.0,2,169,0,0,0,0,0
3154,28,4,34,1,1.8,2,0,0,0,1,0,0
3155,34,9,48,1,2.5,3,105,0,0,1,0,0
3156,61,37,54,4,1.2,2,129,0,0,1,1,0
3157,48,24,75,4,1.4,2,0,0,0,1,0,0
3158,36,11,72,1,2.8,1,224,0,0,0,0,0
3159,56,31,39,4,0.9,1,0,0,0,0,0,0
3160,24,-1,75,4,0.2,1,0,0,0,1,0,0
3161,64,38,79,2,2.8,1,179,0,0,0,0,0
3162,26,2,205,1,6.33,1,271,0,0,0,1,0
3163,33,8,65,2,0.1,1,89,0,0,1,0,0
3164,64,39,122,4,0.2,1,378,0,0,1,0,1
3165,39,15,82,1,0.8,2,0,0,0,1,0,0
3166,54,30,21,2,0.2,1,0,0,0,0,1,0
3167,32,6,50,4,2.1,3,0,1,1,1,1,0
3168,62,37,39,2,2.8,1,113,0,1,1,1,0
3169,27,2,101,1,1.9,1,0,0,0,0,0,0
3170,53,28,41,2,0.6,3,0,1,0,0,0,0
3171,51,25,132,1,0.3,1,0,0,0,1,0,0
3172,25,-1,43,3,2.4,2,176,0,0,1,0,0
3173,44,20,131,1,4.9,3,0,0,0,1,0,1
3174,31,5,11,1,0.4,2,76,0,0,0,1,0
3175,57,32,21,1,0.3,3,117,0,0,0,0,0
3176,25,-1,109,4,2.3,3,314,0,0,1,0,0
3177,30,6,141,2,4.33,1,0,0,0,0,0,0
3178,40,14,81,3,0.1,1,0,0,0,1,0,0
3179,63,38,54,3,2.4,1,90,0,0,0,1,0
3180,35,10,164,2,7.8,1,0,0,0,1,0,0
3181,43,19,28,4,0.3,1,87,0,0,0,0,0
3182,27,2,68,3,2.6,3,203,1,0,0,0,0
3183,44,14,44,3,2.0,3,180,1,1,1,1,0
3184,49,23,61,1,1.4,3,0,0,0,1,1,0
3185,61,36,35,3,1.3,2,0,0,0,0,1,0
3186,60,34,54,3,0.3,2,0,0,0,1,1,0
3187,59,34,14,1,0.1,1,0,0,0,1,1,0
3188,28,3,52,4,2.2,1,230,0,0,1,0,0
3189,52,28,101,2,0.3,1,0,0,0,0,0,0
3190,28,2,149,2,7.2,1,0,0,0,1,0,0
3191,34,8,35,4,0.8,1,137,0,1,1,1,0
3192,60,34,21,3,0.3,3,129,0,0,1,0,0
3193,39,15,118,2,1.9,1,0,0,0,0,1,0
3194,30,5,38,4,2.0,2,0,1,0,0,0,0
3195,49,25,24,4,0.2,1,138,0,0,1,0,0
3196,43,18,59,1,3.7,3,0,0,0,1,0,0
3197,63,33,41,4,1.67,3,0,0,0,1,0,0
3198,28,3,85,1,0.8,2,0,0,0,1,1,0
3199,51,27,12,4,1.0,1,0,0,0,1,0,0
3200,33,7,32,1,0.6,3,152,0,0,0,0,0
3201,55,29,79,3,0.8,1,0,0,0,1,0,0
3202,53,28,175,3,3.6,3,0,0,1,1,1,1
3203,34,8,28,3,0.9,1,0,0,0,0,0,0
3204,34,9,41,2,0.1,1,161,0,0,1,1,0
3205,40,14,70,3,2.1,1,185,0,0,0,0,0
3206,49,25,161,3,6.5,2,485,1,1,0,0,1
3207,35,9,53,4,2.2,2,0,0,0,1,0,0
3208,39,15,128,1,3.4,1,0,0,0,0,0,0
3209,55,28,50,3,1.0,2,0,0,0,1,1,0
3210,29,5,80,2,2.0,2,0,0,0,1,1,0
3211,54,30,93,1,2.7,2,0,0,0,1,0,0
3212,25,-1,48,3,0.3,3,0,0,0,0,1,0
3213,52,28,149,2,6.8,1,0,0,0,1,0,0
3214,46,19,49,3,2.5,2,0,0,0,1,1,0
3215,57,33,88,1,2.7,2,0,0,0,1,0,0
3216,52,22,22,4,0.4,3,0,0,0,1,1,0
3217,28,3,55,4,2.2,1,0,0,0,1,1,0
3218,44,18,72,1,0.7,3,155,0,0,0,0,0
3219,24,-1,38,2,1.7,2,0,0,0,1,0,0
3220,40,16,114,1,3.4,1,300,0,0,1,0,0
3221,34,4,83,4,4.0,3,0,0,0,1,0,0
3222,39,14,101,2,0.4,1,0,0,0,1,1,0
3223,50,24,94,1,4.9,1,272,0,0,1,0,0
3224,41,17,40,2,2.5,1,0,0,1,1,1,0
3225,31,7,128,1,6.0,1,0,0,0,0,0,0
3226,29,3,39,4,2.1,3,0,0,0,1,0,0
3227,30,5,51,1,1.0,1,0,0,0,1,0,0
3228,44,20,79,4,2.0,3,0,1,1,1,1,0
3229,33,7,48,4,2.2,2,0,0,0,1,0,0
3230,50,26,85,1,0.0,1,144,0,0,0,0,0
3231,42,18,41,1,1.8,1,94,0,0,1,0,0
3232,48,22,152,1,3.5,3,0,0,0,1,0,1
3233,24,-2,125,2,7.2,1,0,1,0,0,1,0
3234,56,31,11,2,0.2,3,90,0,0,0,0,0
3235,28,4,103,2,2.5,1,0,0,0,1,1,0
3236,56,30,141,2,0.5,1,0,0,0,1,0,0
3237,58,32,38,1,1.4,1,0,0,0,1,1,0
3238,29,5,135,2,0.6,1,0,0,0,0,0,0
3239,63,38,28,2,0.5,2,89,0,0,1,0,0
3240,28,3,70,4,2.2,1,240,0,0,0,1,0
3241,57,31,41,1,0.2,1,0,0,0,1,1,0
3242,34,8,81,3,0.9,2,208,0,0,1,0,0
3243,28,3,170,1,0.1,3,0,0,0,0,0,1
3244,27,2,55,4,1.7,2,0,0,0,1,0,0
3245,37,11,24,4,1.5,3,0,0,0,0,0,0
3246,52,28,81,3,1.8,2,275,0,0,0,0,0
3247,49,23,32,4,1.8,1,83,0,0,0,0,0
3248,65,40,129,1,1.3,1,0,0,0,1,1,0
3249,60,35,108,1,0.9,1,0,1,0,0,0,0
3250,37,12,180,1,8.6,1,0,0,0,1,1,0
3251,63,37,139,2,6.9,1,0,0,0,0,0,0
3252,40,14,33,2,1.4,3,0,0,0,1,1,0
3253,46,20,74,4,2.6,3,0,0,0,1,0,0
3254,63,37,42,2,0.7,3,115,0,0,1,0,0
3255,57,27,73,1,3.0,3,0,0,0,0,0,0
3256,33,8,115,4,2.9,2,0,0,0,1,0,1
3257,41,17,114,2,1.8,2,0,0,0,1,0,0
3258,41,17,92,2,1.9,1,131,0,0,1,0,0
3259,44,19,34,1,0.3,3,78,0,0,1,0,0
3260,33,6,54,2,1.67,2,122,0,0,1,0,0
3261,52,28,64,2,1.0,3,211,0,0,1,0,0
3262,30,6,42,1,0.2,3,100,0,0,0,1,0
3263,45,19,70,3,2.1,1,0,0,0,1,0,0
3264,49,24,51,1,1.3,2,0,0,0,0,0,0
3265,45,19,71,4,2.9,1,218,0,1,1,1,0
3266,32,7,35,3,1.3,1,108,0,0,0,1,0
3267,45,18,40,3,1.0,2,0,0,0,1,0,0
3268,57,32,165,4,2.7,3,0,0,0,1,0,1
3269,61,31,18,1,1.5,3,0,0,0,1,1,0
3270,57,31,32,3,1.4,1,0,1,1,1,1,0
3271,60,35,35,3,0.2,1,169,0,0,1,0,0
3272,40,16,120,2,6.1,1,196,0,0,1,0,0
3273,53,28,31,4,0.1,3,0,0,0,1,0,0
3274,42,16,35,3,1.5,1,0,0,0,0,0,0
3275,62,36,32,2,0.2,3,0,0,0,1,1,0
3276,43,18,85,1,3.7,3,327,1,0,1,0,0
3277,35,10,139,2,7.8,1,0,0,0,0,0,0
3278,50,24,103,1,0.3,1,0,0,0,1,0,0
3279,45,21,152,2,1.4,1,0,0,0,1,0,0
3280,52,27,33,2,2.0,2,0,0,0,1,0,0
3281,35,9,84,4,2.2,2,322,0,0,0,0,0
3282,58,33,61,4,1.7,1,0,0,0,0,0,0
3283,62,38,64,4,2.2,1,123,1,1,1,1,0
3284,50,25,34,1,1.3,2,0,0,0,1,0,0
3285,25,-1,82,4,2.1,3,0,0,0,1,0,0
3286,47,22,122,1,5.1,3,163,1,0,0,0,1
3287,28,4,58,3,1.5,1,131,0,0,0,0,0
3288,34,9,92,1,2.8,1,0,0,0,1,0,0
3289,49,23,78,2,2.4,2,205,0,0,0,1,0
3290,54,29,129,4,4.2,3,0,0,0,0,0,1
3291,50,25,13,2,0.7,3,0,0,0,0,0,0
3292,37,11,81,1,2.8,3,145,0,0,0,0,0
3293,38,8,23,1,0.67,3,0,0,0,0,0,0
3294,52,26,35,3,0.9,3,0,0,0,0,0,0
3295,63,39,79,4,1.7,2,0,0,0,1,1,0
3296,39,14,165,2,3.3,1,0,0,0,1,0,0
3297,63,38,52,2,2.8,1,0,0,0,1,0,0
3298,65,41,185,3,2.0,2,0,0,0,0,0,1
3299,46,20,49,3,2.2,2,0,0,0,0,0,0
3300,54,30,64,1,1.8,3,227,0,0,0,1,0
3301,54,24,61,4,2.0,3,0,1,0,1,0,0
3302,52,26,112,1,2.4,1,0,1,1,1,1,0
3303,63,39,72,3,2.0,3,190,1,0,1,0,0
3304,66,41,18,3,0.5,1,0,0,0,0,0,0
3305,56,29,41,4,2.5,2,0,0,0,0,0,0
3306,23,-1,61,4,2.6,1,239,0,0,1,0,0
3307,65,41,105,1,3.0,2,282,1,1,1,0,1
3308,51,27,23,1,0.2,1,0,0,0,1,0,0
3309,34,10,22,1,0.5,3,85,0,0,0,0,0
3310,49,23,59,3,2.1,1,0,0,0,0,0,0
3311,29,2,33,1,2.0,2,160,0,0,0,0,0
3312,47,23,11,1,0.9,3,103,0,0,0,1,0
3313,46,21,204,2,2.8,1,0,0,0,1,0,0
3314,52,27,61,4,1.8,3,207,0,0,0,0,0
3315,55,31,103,3,1.8,2,364,0,0,0,0,0
3316,61,36,51,3,1.5,1,0,0,0,0,1,0
3317,34,9,164,1,6.0,3,0,0,0,1,0,1
3318,58,34,12,1,0.1,2,0,0,0,0,1,0
3319,40,16,82,1,3.6,2,0,0,0,0,0,0
3320,43,17,164,1,2.4,1,449,0,0,1,0,0
3321,35,8,48,2,1.67,2,0,0,0,1,0,0
3322,24,-1,38,4,0.6,2,0,0,0,1,0,0
3323,48,22,65,2,1.5,2,0,0,0,1,0,0
3324,44,20,71,4,1.9,1,207,0,0,1,0,0
3325,54,30,18,1,0.3,1,0,1,1,1,0,0
3326,59,34,52,2,1.6,3,75,0,0,1,0,0
3327,45,18,48,3,2.5,2,113,0,0,1,1,0
3328,26,2,30,1,1.0,3,111,0,0,0,0,0
3329,40,15,40,2,2.2,3,107,0,0,1,0,0
3330,32,7,112,1,3.8,1,81,0,0,1,0,0
3331,29,4,115,1,1.9,1,0,0,0,0,0,0
3332,51,27,63,2,1.0,3,82,0,0,1,0,0
3333,42,17,85,1,3.7,3,0,0,0,1,0,0
3334,64,38,59,1,2.5,3,220,0,0,0,0,0
3335,44,20,68,1,0.8,3,91,0,0,0,0,0
3336,37,11,84,2,1.8,1,0,0,0,1,1,0
3337,44,19,62,3,0.8,3,0,0,0,0,1,0
3338,35,9,109,3,4.0,1,0,0,0,0,0,1
3339,41,17,141,2,7.6,1,92,0,0,0,0,0
3340,56,32,129,1,7.4,1,0,0,0,0,0,0
3341,62,36,30,3,0.7,2,0,0,0,1,0,0
3342,58,34,148,1,4.7,1,0,0,0,1,0,0
3343,47,20,25,3,0.67,2,0,0,0,1,1,0
3344,35,10,21,3,1.3,1,115,0,0,0,0,0
3345,29,4,72,4,2.2,1,0,0,0,1,0,0
3346,43,17,59,3,0.9,3,87,0,0,1,1,0
3347,62,37,83,3,1.8,2,187,1,0,0,0,0
3348,41,16,10,2,0.3,2,0,0,0,1,0,0
3349,34,9,84,3,0.6,2,0,0,0,1,0,0
3350,50,23,98,3,2.0,2,0,0,0,0,0,0
3351,47,23,32,1,1.0,1,0,1,1,1,1,0
3352,29,5,31,4,0.4,2,161,0,0,1,1,0
3353,59,34,94,3,0.5,1,0,0,0,0,1,0
3354,56,31,21,2,0.2,3,137,0,1,1,1,0
3355,61,35,110,3,4.4,1,0,1,0,1,0,0
3356,58,32,38,1,2.2,3,0,0,0,0,0,0
3357,49,24,39,1,1.4,3,0,0,0,1,0,0
3358,45,21,132,3,1.2,2,0,0,1,1,1,1
3359,50,24,61,4,2.6,1,0,0,0,1,0,0
3360,64,38,92,1,2.0,1,0,0,0,1,0,0
3361,39,15,119,2,6.1,1,0,0,0,0,0,0
3362,58,33,53,4,2.1,1,0,0,0,1,0,0
3363,62,37,18,3,1.3,2,0,0,0,1,0,0
3364,45,20,114,2,4.4,2,0,0,0,0,0,1
3365,58,28,90,1,3.0,3,0,0,0,0,1,0
3366,43,18,140,1,7.0,1,205,0,0,1,0,0
3367,28,3,90,2,3.3,1,0,0,0,1,1,0
3368,26,1,85,1,1.9,1,0,0,0,1,0,0
3369,49,24,80,1,1.2,1,0,0,0,1,0,0
3370,66,42,53,2,1.1,1,0,0,0,1,1,0
3371,33,7,49,4,2.2,2,0,0,0,1,0,0
3372,61,35,152,3,3.3,3,0,0,0,1,0,1
3373,64,37,138,2,2.8,2,0,0,0,1,0,1
3374,36,10,80,4,2.2,2,0,0,0,1,0,0
3375,49,23,82,2,2.4,2,0,0,0,0,0,0
3376,52,27,195,1,8.1,1,0,0,0,0,0,0
3377,61,37,22,1,1.2,3,0,0,0,1,0,0
3378,32,6,81,1,2.5,1,0,0,0,1,0,0
3379,61,37,40,4,2.2,1,0,1,1,1,1,0
3380,45,20,154,2,2.8,1,0,1,0,1,0,0
3381,30,4,49,3,1.1,2,0,0,0,0,1,0
3382,62,37,85,4,3.4,2,0,0,0,1,0,0
3383,57,32,21,3,0.1,2,0,1,1,1,0,0
3384,41,17,14,1,1.0,1,0,0,0,0,0,0
3385,58,34,60,4,1.6,2,0,0,0,0,1,0
3386,29,5,138,2,4.33,1,0,0,0,1,0,0
3387,53,28,98,1,1.3,3,355,0,0,1,0,0
3388,64,39,22,4,0.6,2,0,0,0,0,0,0
3389,49,23,49,1,1.2,2,0,0,0,1,1,0
3390,38,14,102,2,1.9,1,0,0,1,1,1,0
3391,56,30,45,4,0.7,2,0,0,0,0,1,0
3392,56,31,82,4,1.3,3,0,0,0,1,0,0
3393,52,28,81,3,1.8,2,0,1,0,0,0,0
3394,64,39,35,1,1.5,2,0,1,0,0,0,0
3395,53,28,59,2,1.9,2,0,0,0,1,0,0
3396,29,3,52,3,1.1,2,0,0,0,1,0,0
3397,48,24,84,3,0.7,1,166,0,0,1,0,0
3398,32,6,85,1,2.7,2,100,0,0,1,0,0
3399,54,28,65,1,0.2,1,0,0,0,0,1,0
3400,37,13,89,2,1.7,2,314,0,0,0,1,0
3401,47,21,109,4,1.8,1,0,0,0,0,0,1
3402,37,12,81,1,2.8,1,0,0,0,0,0,0
3403,64,39,38,1,1.1,3,108,0,0,0,0,0
3404,43,19,72,2,1.7,1,0,0,0,1,0,0
3405,33,6,78,4,2.0,2,119,1,0,1,0,0
3406,26,2,172,2,6.9,2,0,0,0,1,0,1
3407,42,18,71,3,2.33,1,106,1,0,1,0,0
3408,54,28,165,1,4.1,3,0,0,1,1,1,1
3409,41,16,120,2,3.9,1,0,0,0,1,1,0
3410,55,29,39,1,0.2,1,0,0,0,0,1,0
3411,65,39,23,3,0.7,2,0,0,0,0,1,0
3412,50,26,135,2,4.6,3,91,0,0,1,0,1
3413,55,31,12,2,0.2,1,76,0,0,1,1,0
3414,62,36,92,2,0.7,2,0,0,0,1,0,0
3415,53,28,192,2,6.4,3,0,0,0,0,0,1
3416,32,7,42,4,0.8,1,0,0,0,1,1,0
3417,56,32,158,3,3.7,3,0,0,0,1,0,1
3418,54,30,194,3,6.0,3,587,1,1,1,1,1
3419,44,20,160,2,7.6,1,0,1,0,0,0,0
3420,48,22,98,2,6.3,1,0,0,0,0,0,0
3421,46,22,164,2,7.6,1,0,0,1,1,1,0
3422,45,21,42,2,2.5,1,0,1,0,1,0,0
3423,45,15,202,3,10.0,3,0,0,0,0,0,1
3424,58,34,10,4,0.7,1,0,0,0,0,0,0
3425,29,3,31,4,0.3,2,0,0,0,1,0,0
3426,55,30,58,4,0.9,1,0,0,0,1,1,0
3427,55,29,65,4,2.8,2,0,0,0,1,0,0
3428,41,16,98,1,4.0,3,0,0,0,0,1,0
3429,24,-2,150,2,2.0,1,0,0,0,1,0,0
3430,54,29,44,2,2.3,3,0,0,0,1,0,0
3431,57,32,15,2,0.2,3,0,0,0,0,1,0
3432,30,6,82,2,2.5,1,0,0,0,0,0,0
3433,42,17,61,3,0.5,3,0,0,0,1,0,0
3434,29,2,38,1,2.0,2,0,0,0,0,0,0
3435,29,3,39,4,2.1,3,0,0,0,1,0,0
3436,31,7,173,1,6.0,1,0,0,0,1,0,0
3437,47,23,8,4,0.2,1,0,0,0,1,0,0
3438,36,12,51,3,2.0,1,214,0,0,1,0,0
3439,52,27,62,4,1.8,3,82,0,0,0,0,0
3440,54,28,34,4,0.7,2,0,0,0,1,0,0
3441,55,29,132,3,5.9,2,307,0,0,0,0,1
3442,53,27,44,4,1.5,3,0,0,0,0,0,0
3443,52,27,162,1,8.1,1,0,0,0,1,0,0
3444,64,39,64,3,2.2,1,0,0,0,1,0,0
3445,54,29,111,1,0.1,3,0,0,0,0,1,0
3446,32,6,41,2,2.0,3,0,0,0,0,0,0
3447,63,33,52,4,1.67,3,0,0,0,0,0,0
3448,36,10,65,4,2.2,2,0,0,0,0,0,0
3449,50,25,130,1,1.1,2,0,0,0,1,0,1
3450,33,8,45,2,0.1,1,0,0,0,0,1,0
3451,62,38,35,1,1.9,2,118,0,0,0,0,0
3452,49,23,65,3,0.7,2,263,0,0,1,1,0
3453,41,15,38,2,0.7,1,91,0,0,1,0,0
3454,51,27,42,4,1.1,2,0,0,0,1,1,0
3455,56,30,45,4,1.5,3,0,0,0,0,0,0
3456,51,25,145,1,0.3,1,0,0,0,1,0,0
3457,39,13,33,4,1.5,3,0,0,0,0,0,0
3458,61,35,60,3,1.4,3,0,0,0,0,0,0
3459,35,9,45,1,2.0,1,0,0,0,1,1,0
3460,39,15,72,4,2.4,1,0,1,0,1,0,0
3461,37,11,34,3,0.2,2,0,0,0,0,0,0
3462,48,21,23,3,0.67,2,0,0,0,1,0,0
3463,63,37,45,2,1.0,3,88,0,0,1,1,0
3464,35,9,28,4,1.0,1,75,0,0,1,0,0
3465,55,30,81,4,3.8,2,0,0,0,1,0,0
3466,29,5,72,3,0.7,2,81,0,0,0,0,0
3467,61,31,49,4,1.67,3,0,0,0,1,0,0
3468,36,10,31,4,1.2,2,0,0,0,0,0,0
3469,61,35,63,3,2.2,3,0,0,0,0,0,0
3470,36,12,150,4,5.4,1,0,1,1,1,0,1
3471,58,33,142,2,3.9,1,193,0,0,1,1,0
3472,42,17,74,3,3.0,1,0,0,0,0,1,0
3473,30,4,24,1,0.4,2,81,0,0,1,0,0
3474,45,20,29,4,1.9,3,0,0,0,0,0,0
3475,39,15,79,4,2.4,1,0,0,0,0,0,0
3476,27,3,94,2,0.2,1,310,0,0,0,1,0
3477,57,33,121,1,4.3,1,0,1,0,0,0,0
3478,34,10,54,3,2.0,1,0,0,0,0,0,0
3479,64,39,73,3,2.4,1,0,0,0,1,0,0
3480,47,23,71,1,0.8,3,127,0,0,1,0,0
3481,44,17,29,3,1.0,2,0,0,0,1,1,0
3482,51,27,93,1,2.7,1,0,0,0,1,0,0
3483,40,14,73,1,1.5,3,252,0,0,1,0,0
3484,57,32,19,4,0.9,2,0,0,0,1,0,0
3485,33,8,58,2,0.1,1,0,1,1,1,1,0
3486,46,20,39,1,0.2,1,0,0,0,0,0,0
3487,41,16,23,2,1.4,2,0,1,0,1,0,0
3488,33,7,29,1,0.6,3,127,0,0,0,1,0
3489,27,2,155,1,0.8,1,0,0,0,0,0,0
3490,52,28,90,1,2.6,2,0,1,0,1,0,0
3491,59,33,113,2,2.0,1,77,0,0,1,0,0
3492,62,38,42,1,1.8,3,0,0,0,0,0,0
3493,49,25,30,4,0.2,1,0,0,1,1,1,0
3494,45,19,19,3,0.5,2,0,0,0,1,0,0
3495,63,37,124,3,5.0,2,170,0,0,0,0,1
3496,57,31,30,2,0.7,2,145,0,0,0,0,0
3497,60,30,28,1,1.5,3,124,1,0,1,0,0
3498,50,23,15,2,1.0,2,101,0,0,0,0,0
3499,54,30,70,1,1.6,3,265,0,0,0,0,0
3500,28,2,10,1,0.1,2,0,0,0,1,0,0
3501,60,34,22,3,0.3,3,139,0,0,1,1,0
3502,44,20,70,4,1.9,1,0,0,0,1,0,0
3503,61,35,61,1,1.6,1,0,0,0,0,0,0
3504,40,15,161,2,3.3,1,0,1,0,0,1,0
3505,54,30,29,2,0.8,1,0,0,0,0,1,0
3506,43,19,35,3,0.5,1,0,0,0,1,0,0
3507,54,28,48,4,2.8,2,0,0,0,1,0,0
3508,32,7,44,4,0.8,1,0,0,0,1,0,0
3509,24,0,88,3,0.8,1,134,0,0,0,0,0
3510,30,4,40,4,2.1,3,0,0,0,1,1,0
3511,61,36,21,4,0.4,2,123,0,0,0,0,0
3512,40,14,58,2,2.8,1,0,0,0,1,0,0
3513,35,11,59,4,0.1,2,0,0,0,0,0,0
3514,33,3,74,4,4.0,3,0,0,0,0,0,0
3515,63,37,84,4,1.9,2,0,0,0,1,0,0
3516,57,31,58,1,0.2,1,177,0,0,1,0,0
3517,44,19,154,2,8.8,1,0,0,0,1,0,0
3518,51,25,185,1,1.7,1,0,0,0,0,0,0
3519,51,26,78,1,1.2,1,305,0,0,1,0,0
3520,38,13,55,2,1.1,2,0,0,0,1,0,0
3521,31,5,30,4,0.3,2,0,0,0,1,0,0
3522,54,29,74,3,2.0,2,0,0,0,0,0,0
3523,41,16,118,2,3.3,1,0,0,0,1,0,0
3524,57,33,182,2,3.3,3,372,0,0,0,0,1
3525,24,-2,82,2,1.6,3,0,0,0,1,1,0
3526,55,29,29,4,1.5,3,79,0,0,1,0,0
3527,32,6,120,4,5.4,1,301,0,1,1,1,1
3528,38,12,53,2,2.4,2,0,0,0,1,0,0
3529,58,32,43,3,1.4,1,0,0,0,0,1,0
3530,29,4,59,4,2.2,1,232,0,0,1,1,0
3531,43,17,84,4,2.6,3,289,1,1,1,1,0
3532,50,24,161,3,3.4,1,212,0,0,1,0,1
3533,62,37,21,4,0.4,2,137,0,0,1,1,0
3534,57,32,63,4,0.7,1,0,0,0,1,0,0
3535,30,3,172,3,3.4,2,0,0,0,0,1,1
3536,30,4,51,4,0.2,1,172,0,0,0,1,0
3537,57,33,24,4,0.7,1,0,0,0,1,0,0
3538,57,33,95,2,1.6,1,0,0,0,0,0,0
3539,43,18,59,1,2.4,1,250,0,0,1,0,0
3540,28,2,51,4,1.8,2,0,1,0,0,0,0
3541,46,22,28,1,1.0,1,84,0,0,1,1,0
3542,29,3,154,2,2.0,1,130,0,0,0,0,0
3543,64,40,15,2,0.3,3,115,0,0,1,1,0
3544,66,36,55,4,1.67,3,0,0,0,0,1,0
3545,23,-1,149,1,6.33,1,305,0,0,0,1,0
3546,60,36,79,1,1.8,3,0,0,0,0,1,0
3547,47,21,68,4,2.6,3,0,0,0,0,0,0
3548,35,10,78,1,2.6,2,0,0,0,1,0,0
3549,57,32,34,2,2.0,2,0,1,0,0,0,0
3550,65,41,195,3,0.4,1,0,1,1,0,1,1
3551,53,28,184,1,8.1,1,303,0,0,1,0,0
3552,44,20,85,2,3.2,1,0,0,0,1,0,0
3553,45,20,200,2,8.8,1,0,0,0,1,1,0
3554,41,16,64,3,0.5,3,0,0,0,0,0,0
3555,51,27,88,1,2.6,2,0,1,0,0,1,0
3556,27,1,42,3,2.4,2,0,0,0,0,0,0
3557,31,5,91,3,1.6,1,126,0,0,1,1,0
3558,32,6,38,1,0.3,1,0,1,1,1,0,0
3559,55,30,28,1,1.5,2,0,0,0,0,0,0
3560,55,30,32,4,0.1,3,0,1,0,0,0,0
3561,42,18,31,1,0.3,3,0,0,0,0,1,0
3562,33,9,22,4,0.4,2,103,0,0,1,0,0
3563,65,40,95,3,3.7,2,138,0,0,0,1,1
3564,35,10,74,4,1.3,1,0,0,0,1,0,0
3565,55,30,22,1,1.5,2,91,0,0,0,1,0
3566,28,4,43,3,0.1,2,0,0,0,1,0,0
3567,27,3,43,1,1.0,3,0,0,0,1,0,0
3568,51,27,112,3,1.8,2,0,1,1,1,1,0
3569,50,23,9,2,1.0,2,0,0,0,1,0,0
3570,58,33,81,2,0.0,3,0,0,0,1,0,0
3571,46,20,131,1,5.7,1,256,0,0,0,1,0
3572,62,32,19,1,1.5,3,0,1,0,0,0,0
3573,38,13,62,3,0.7,2,0,1,0,1,0,0
3574,62,37,19,4,0.4,2,124,1,0,0,0,0
3575,56,32,8,2,0.3,1,0,0,0,1,1,0
3576,61,36,193,1,4.7,3,203,0,0,1,0,1
3577,38,13,129,4,4.4,1,140,0,0,0,0,1
3578,55,29,30,4,0.7,2,0,0,0,0,1,0
3579,30,4,80,4,1.8,2,0,0,0,0,0,0
3580,41,15,22,4,1.5,3,0,0,0,0,1,0
3581,57,32,33,1,1.5,2,0,0,0,1,0,0
3582,36,11,64,4,2.1,3,0,0,0,0,0,0
3583,55,29,60,3,2.2,3,84,0,0,1,0,0
3584,30,4,81,1,2.9,3,259,0,0,1,1,0
3585,40,16,45,3,0.6,2,204,0,0,1,0,0
3586,32,6,112,4,1.8,2,0,0,0,1,0,0
3587,59,34,83,2,3.4,3,0,0,0,1,0,1
3588,44,20,180,2,7.6,1,524,0,0,0,1,0
3589,51,26,28,4,0.2,2,0,1,0,1,0,0
3590,37,12,169,2,5.2,3,249,0,0,1,0,1
3591,59,35,14,4,0.7,1,0,0,0,1,0,0
3592,37,11,43,1,2.0,1,0,0,0,1,0,0
3593,56,32,88,2,0.3,1,0,0,0,1,0,0
3594,55,29,78,4,2.6,3,0,0,0,0,1,0
3595,49,24,68,1,0.2,2,163,0,0,0,0,0
3596,46,22,144,2,3.3,1,0,0,0,1,1,0
3597,35,9,30,4,1.0,1,163,0,0,1,0,0
3598,47,21,120,1,0.0,1,135,0,0,0,0,0
3599,39,14,24,2,0.3,2,0,0,0,0,0,0
3600,27,1,78,4,2.3,3,157,1,0,1,0,0
3601,62,36,135,2,5.2,2,0,0,0,1,0,1
3602,57,32,44,2,1.6,3,0,0,0,0,0,0
3603,55,30,73,4,3.8,2,0,0,0,1,0,0
3604,55,31,90,1,2.7,2,0,0,0,1,1,0
3605,41,15,58,3,0.5,3,0,0,0,1,0,0
3606,57,32,75,2,3.7,1,236,0,0,1,0,0
3607,43,19,174,3,1.7,3,231,0,1,1,1,1
3608,40,16,50,2,1.7,1,174,0,0,0,0,0
3609,43,18,85,1,4.0,3,287,0,0,1,0,0
3610,63,38,54,3,2.2,1,0,0,0,1,0,0
3611,63,38,83,2,3.4,1,0,0,0,0,0,1
